shoe_index,player_win,player_loss,player_count,push,total_hands,win_pct,win_push,win_push_pct,doubles_won,doubles_lost,doubles_won_pct,player_bj,dealer_bj,dealer_high_card,dealer_low_card,dealer_bust,dealer_draw,dealer_stand,dealer_bust_pct,dealer_draw_pct,dealer_stand_pct,dealer_avg_hand,num_of_shuffles,shuffle_method,shoe_outcome
1152,22,21,1,1,44,0.5,23,0.523,4,3,0.5710000000000001,4,1,25,19,12,11,21,0.273,0.25,0.47700000000000004,17.429000000000002,1,riffle_perfect,win
1161,22,21,1,1,44,0.5,23,0.523,6,0,1.0,3,2,27,17,13,9,22,0.295,0.205,0.5,17.682000000000002,10,riffle_perfect,win
1169,27,16,11,3,46,0.5870000000000001,30,0.652,4,2,0.667,3,0,24,22,13,14,19,0.28300000000000003,0.304,0.413,17.647000000000002,18,riffle_perfect,win
1191,23,19,4,3,45,0.511,26,0.578,1,4,0.2,5,3,30,15,7,14,24,0.156,0.311,0.5329999999999999,17.749000000000002,40,riffle_perfect,win
1194,24,18,6,2,44,0.545,26,0.591,4,3,0.5710000000000001,3,1,26,18,17,14,13,0.386,0.318,0.295,17.753,43,riffle_perfect,win
1196,28,14,14,2,44,0.636,30,0.682,4,1,0.8,2,1,20,24,18,17,9,0.409,0.386,0.205,17.752,45,riffle_perfect,win
1199,24,20,4,3,47,0.511,27,0.574,4,2,0.667,6,3,27,20,12,14,21,0.255,0.298,0.447,17.748,48,riffle_perfect,win
1210,22,20,2,3,45,0.489,25,0.556,9,1,0.9,4,1,34,11,13,10,22,0.289,0.222,0.489,17.713,59,riffle_perfect,win
1213,26,17,9,2,45,0.578,28,0.622,3,1,0.75,2,2,32,13,15,10,20,0.33299999999999996,0.222,0.444,17.719,62,riffle_perfect,win
1216,23,19,4,2,44,0.523,25,0.568,4,2,0.667,3,3,22,22,11,16,17,0.25,0.364,0.386,17.713,65,riffle_perfect,win
1218,26,17,9,0,43,0.605,26,0.605,6,2,0.75,1,0,26,17,18,9,16,0.419,0.209,0.37200000000000005,17.71,67,riffle_perfect,win
1224,22,21,1,3,46,0.478,25,0.5429999999999999,3,2,0.6,1,3,35,11,10,9,27,0.217,0.196,0.5870000000000001,17.721,73,riffle_perfect,win
1226,26,18,8,3,47,0.5529999999999999,29,0.617,5,5,0.5,3,0,24,23,11,17,19,0.23399999999999999,0.36200000000000004,0.40399999999999997,17.715999999999998,75,riffle_perfect,win
1234,22,21,1,3,46,0.478,25,0.5429999999999999,6,2,0.75,0,3,23,23,14,12,20,0.304,0.261,0.435,17.747,83,riffle_perfect,win
1237,22,21,1,1,44,0.5,23,0.523,5,2,0.7140000000000001,1,2,26,18,12,10,22,0.273,0.22699999999999998,0.5,17.73,86,riffle_perfect,win
1257,21,20,1,3,44,0.47700000000000004,24,0.545,4,4,0.5,0,3,27,17,16,13,15,0.364,0.295,0.341,17.743,10,riffle_perfect,win
1264,22,20,2,2,44,0.5,24,0.545,4,2,0.667,2,0,23,21,17,10,17,0.386,0.22699999999999998,0.386,17.717,17,riffle_perfect,win
1266,24,21,3,1,46,0.522,25,0.5429999999999999,5,1,0.833,3,3,23,23,14,11,21,0.304,0.239,0.457,17.645,19,riffle_perfect,win
1267,24,19,5,3,46,0.522,27,0.5870000000000001,4,1,0.8,4,0,27,19,12,15,19,0.261,0.326,0.413,17.633,20,riffle_perfect,win
1273,27,17,10,2,46,0.5870000000000001,29,0.63,6,0,1.0,3,2,26,20,14,11,21,0.304,0.239,0.457,17.622,26,riffle_perfect,win
1285,27,18,9,2,47,0.574,29,0.617,3,0,1.0,1,3,25,22,17,13,17,0.36200000000000004,0.27699999999999997,0.36200000000000004,17.673,38,riffle_perfect,win
1288,26,15,11,3,44,0.591,29,0.659,3,0,1.0,1,1,25,19,16,10,18,0.364,0.22699999999999998,0.409,17.648,41,riffle_perfect,win
1298,26,15,11,3,44,0.591,29,0.659,6,1,0.857,1,0,25,19,13,13,18,0.295,0.295,0.409,17.668,51,riffle_perfect,win
1305,23,22,1,3,48,0.479,26,0.542,4,2,0.667,3,2,27,21,11,16,21,0.22899999999999998,0.33299999999999996,0.43799999999999994,17.702,58,riffle_perfect,win
1306,26,18,8,1,45,0.578,27,0.6,4,0,1.0,6,1,28,17,14,9,22,0.311,0.2,0.489,17.687,59,riffle_perfect,win
1316,23,20,3,2,45,0.511,25,0.556,4,1,0.8,3,0,25,20,11,13,21,0.244,0.289,0.467,17.688,69,riffle_perfect,win
1322,24,17,7,3,44,0.545,27,0.614,3,2,0.6,3,3,27,17,14,12,18,0.318,0.273,0.409,17.695,75,riffle_perfect,win
1331,24,20,4,3,47,0.511,27,0.574,2,2,0.5,2,0,25,22,8,18,21,0.17,0.38299999999999995,0.447,17.679000000000002,84,riffle_perfect,win
1337,24,21,3,2,47,0.511,26,0.5529999999999999,7,4,0.636,2,2,30,17,10,15,22,0.213,0.319,0.46799999999999997,17.69,90,riffle_perfect,win
1341,25,17,8,2,44,0.568,27,0.614,5,0,1.0,2,2,25,19,16,10,18,0.364,0.22699999999999998,0.409,17.689,94,riffle_perfect,win
1346,23,22,1,3,48,0.479,26,0.542,1,1,0.5,2,1,29,19,14,11,23,0.292,0.22899999999999998,0.479,17.99,3,riffle_perfect,win
1351,21,20,1,3,44,0.47700000000000004,24,0.545,1,1,0.5,5,0,29,15,5,17,22,0.114,0.386,0.5,17.589000000000002,8,riffle_perfect,win
1362,22,19,3,3,44,0.5,25,0.568,2,3,0.4,3,1,33,11,10,15,19,0.22699999999999998,0.341,0.43200000000000005,17.519000000000002,19,riffle_perfect,win
1368,26,18,8,3,47,0.5529999999999999,29,0.617,4,2,0.667,2,1,30,17,14,10,23,0.298,0.213,0.489,17.522000000000002,25,riffle_perfect,win
1370,23,21,2,0,44,0.523,23,0.523,7,2,0.778,0,2,25,19,13,20,11,0.295,0.455,0.25,17.554000000000002,27,riffle_perfect,win
1372,21,20,1,3,44,0.47700000000000004,24,0.545,4,3,0.5710000000000001,3,2,24,20,10,12,22,0.22699999999999998,0.273,0.5,17.543,29,riffle_perfect,win
1389,23,21,2,1,45,0.511,24,0.5329999999999999,6,3,0.667,2,2,28,17,12,13,20,0.267,0.289,0.444,17.579,46,riffle_perfect,win
1397,29,20,9,3,52,0.5579999999999999,32,0.615,4,3,0.5710000000000001,2,2,32,20,17,11,24,0.327,0.212,0.462,17.586,54,riffle_perfect,win
1404,23,19,4,2,44,0.523,25,0.568,2,2,0.5,2,0,20,24,13,15,16,0.295,0.341,0.364,17.567,61,riffle_perfect,win
1405,23,20,3,3,46,0.5,26,0.565,4,2,0.667,1,3,24,22,18,9,19,0.391,0.196,0.413,17.57,62,riffle_perfect,win
1406,24,23,1,1,48,0.5,25,0.521,6,1,0.857,2,3,30,18,8,14,26,0.16699999999999998,0.292,0.542,17.565,63,riffle_perfect,win
1408,24,21,3,0,45,0.5329999999999999,24,0.5329999999999999,5,1,0.833,1,0,29,16,13,12,20,0.289,0.267,0.444,17.567,65,riffle_perfect,win
1409,25,19,6,1,45,0.556,26,0.578,3,1,0.75,4,0,29,16,9,15,21,0.2,0.33299999999999996,0.467,17.573,66,riffle_perfect,win
1412,28,17,11,3,48,0.583,31,0.6459999999999999,2,6,0.25,2,0,26,22,12,17,19,0.25,0.354,0.396,17.59,69,riffle_perfect,win
1417,25,22,3,3,50,0.5,28,0.56,1,1,0.5,4,3,30,20,9,18,23,0.18,0.36,0.46,17.59,74,riffle_perfect,win
1420,25,16,9,3,44,0.568,28,0.636,2,3,0.4,3,0,28,16,8,16,20,0.182,0.364,0.455,17.585,77,riffle_perfect,win
1421,21,19,2,3,43,0.488,24,0.5579999999999999,4,3,0.5710000000000001,2,2,30,13,12,10,21,0.27899999999999997,0.233,0.488,17.590999999999998,78,riffle_perfect,win
1436,22,20,2,3,45,0.489,25,0.556,0,2,0.0,1,0,27,18,13,12,20,0.289,0.267,0.444,17.595,93,riffle_perfect,win
1439,22,21,1,2,45,0.489,24,0.5329999999999999,3,4,0.429,3,2,25,20,10,18,17,0.222,0.4,0.37799999999999995,17.589000000000002,96,riffle_perfect,win
1443,24,21,3,0,45,0.5329999999999999,24,0.5329999999999999,4,1,0.8,0,3,29,16,10,12,23,0.222,0.267,0.511,17.658,4,riffle_perfect,win
1445,24,17,7,3,44,0.545,27,0.614,6,0,1.0,2,2,26,18,13,17,14,0.295,0.386,0.318,17.732,6,riffle_perfect,win
1447,22,21,1,3,46,0.478,25,0.5429999999999999,5,5,0.5,1,2,26,20,9,13,24,0.196,0.28300000000000003,0.522,17.732,8,riffle_perfect,win
1451,22,21,1,2,45,0.489,24,0.5329999999999999,2,3,0.4,2,2,26,19,14,20,11,0.311,0.444,0.244,17.761,12,riffle_perfect,win
1454,23,18,5,3,44,0.523,26,0.591,3,2,0.6,3,1,29,15,10,10,24,0.22699999999999998,0.22699999999999998,0.545,17.715999999999998,15,riffle_perfect,win
1455,27,16,11,2,45,0.6,29,0.644,4,1,0.8,5,2,22,23,18,15,12,0.4,0.33299999999999996,0.267,17.692999999999998,16,riffle_perfect,win
1458,24,18,6,2,44,0.545,26,0.591,2,2,0.5,1,0,32,12,13,10,21,0.295,0.22699999999999998,0.47700000000000004,17.675,19,riffle_perfect,win
1466,22,21,1,3,46,0.478,25,0.5429999999999999,4,4,0.5,4,1,33,13,7,12,27,0.152,0.261,0.5870000000000001,17.65,27,riffle_perfect,win
1472,22,20,2,2,44,0.5,24,0.545,3,4,0.429,4,3,28,16,9,13,22,0.205,0.295,0.5,17.601,33,riffle_perfect,win
1475,23,19,4,3,45,0.511,26,0.578,3,1,0.75,1,1,21,24,12,18,15,0.267,0.4,0.33299999999999996,17.63,36,riffle_perfect,win
1482,28,22,6,0,50,0.56,28,0.56,5,1,0.833,2,0,31,19,16,12,22,0.32,0.24,0.44,17.673,43,riffle_perfect,win
1483,31,14,17,3,48,0.6459999999999999,34,0.708,6,2,0.75,1,0,30,18,16,11,21,0.33299999999999996,0.22899999999999998,0.43799999999999994,17.660999999999998,44,riffle_perfect,win
1490,25,23,2,2,50,0.5,27,0.54,2,3,0.4,4,5,32,18,13,6,31,0.26,0.12,0.62,17.639,51,riffle_perfect,win
1494,22,21,1,1,44,0.5,23,0.523,4,0,1.0,2,0,26,18,9,14,21,0.205,0.318,0.47700000000000004,17.659000000000002,55,riffle_perfect,win
1498,25,18,7,3,46,0.5429999999999999,28,0.609,3,2,0.6,7,1,25,21,13,15,18,0.28300000000000003,0.326,0.391,17.68,59,riffle_perfect,win
1503,25,21,4,1,47,0.532,26,0.5529999999999999,1,2,0.33299999999999996,4,1,33,14,14,11,22,0.298,0.23399999999999999,0.46799999999999997,17.657,64,riffle_perfect,win
1507,24,20,4,1,45,0.5329999999999999,25,0.556,3,2,0.6,2,1,30,15,10,10,25,0.222,0.222,0.556,17.642,68,riffle_perfect,win
1509,23,22,1,2,47,0.489,25,0.532,1,5,0.16699999999999998,3,1,22,25,12,22,13,0.255,0.46799999999999997,0.27699999999999997,17.634,70,riffle_perfect,win
1521,23,20,3,1,44,0.523,24,0.545,2,3,0.4,2,1,29,15,12,14,18,0.273,0.318,0.409,17.678,82,riffle_perfect,win
1527,24,18,6,2,44,0.545,26,0.591,5,3,0.625,3,0,25,19,12,14,18,0.273,0.318,0.409,17.688,88,riffle_perfect,win
1538,23,22,1,3,48,0.479,26,0.542,3,2,0.6,1,4,31,17,13,15,20,0.271,0.312,0.41700000000000004,18.144000000000002,3,riffle_perfect,win
1542,25,20,5,1,46,0.5429999999999999,26,0.565,3,2,0.6,2,2,28,18,10,12,24,0.217,0.261,0.522,18.048,7,riffle_perfect,win
1543,26,19,7,2,47,0.5529999999999999,28,0.596,1,0,1.0,1,3,26,21,13,17,17,0.27699999999999997,0.36200000000000004,0.36200000000000004,18.009,8,riffle_perfect,win
1552,24,19,5,3,46,0.522,27,0.5870000000000001,4,1,0.8,3,3,30,16,10,12,24,0.217,0.261,0.522,17.906,17,riffle_perfect,win
1572,26,24,2,0,50,0.52,26,0.52,2,3,0.4,2,4,31,19,17,11,22,0.34,0.22,0.44,17.754,37,riffle_perfect,win
1574,26,20,6,1,47,0.5529999999999999,27,0.574,3,4,0.429,5,0,22,25,14,15,18,0.298,0.319,0.38299999999999995,17.732,39,riffle_perfect,win
1579,22,19,3,3,44,0.5,25,0.568,1,0,1.0,2,1,31,13,16,7,21,0.364,0.159,0.47700000000000004,17.708,44,riffle_perfect,win
1589,26,14,12,3,43,0.605,29,0.674,5,1,0.833,3,0,20,23,16,14,13,0.37200000000000005,0.326,0.302,17.649,54,riffle_perfect,win
1591,25,17,8,2,44,0.568,27,0.614,6,1,0.857,2,3,27,17,17,10,17,0.386,0.22699999999999998,0.386,17.655,56,riffle_perfect,win
1595,25,18,7,1,44,0.568,26,0.591,6,1,0.857,4,1,27,17,17,9,18,0.386,0.205,0.409,17.652,60,riffle_perfect,win
1599,25,18,7,3,46,0.5429999999999999,28,0.609,5,1,0.833,2,1,32,14,12,12,22,0.261,0.261,0.478,17.65,64,riffle_perfect,win
1616,25,18,7,3,46,0.5429999999999999,28,0.609,6,3,0.667,1,3,28,18,17,12,17,0.37,0.261,0.37,17.691,81,riffle_perfect,win
1636,27,15,12,3,45,0.6,30,0.667,2,6,0.25,3,3,25,20,17,13,15,0.37799999999999995,0.289,0.33299999999999996,17.695,5,riffle_perfect,win
1641,22,21,1,2,45,0.489,24,0.5329999999999999,6,1,0.857,1,3,28,17,8,17,20,0.17800000000000002,0.37799999999999995,0.444,17.594,10,riffle_perfect,win
1645,23,20,3,3,46,0.5,26,0.565,4,2,0.667,4,3,32,14,11,11,24,0.239,0.239,0.522,17.471,14,riffle_perfect,win
1653,22,21,1,2,45,0.489,24,0.5329999999999999,2,1,0.667,2,2,28,17,13,16,16,0.289,0.35600000000000004,0.35600000000000004,17.551,22,riffle_perfect,win
1656,27,15,12,3,45,0.6,30,0.667,4,0,1.0,3,2,31,14,8,10,27,0.17800000000000002,0.222,0.6,17.575,25,riffle_perfect,win
1662,22,20,2,3,45,0.489,25,0.556,3,2,0.6,2,2,27,18,12,12,21,0.267,0.267,0.467,17.65,31,riffle_perfect,win
1666,26,19,7,3,48,0.542,29,0.604,4,0,1.0,0,2,32,16,16,16,16,0.33299999999999996,0.33299999999999996,0.33299999999999996,17.689,35,riffle_perfect,win
1677,25,19,6,1,45,0.556,26,0.578,4,3,0.5710000000000001,1,0,29,16,15,12,18,0.33299999999999996,0.267,0.4,17.729,46,riffle_perfect,win
1691,22,21,1,3,46,0.478,25,0.5429999999999999,3,0,1.0,0,2,31,15,9,15,22,0.196,0.326,0.478,17.686,60,riffle_perfect,win
1695,23,20,3,2,45,0.511,25,0.556,4,2,0.667,3,1,28,17,17,9,19,0.37799999999999995,0.2,0.42200000000000004,17.713,64,riffle_perfect,win
1703,23,21,2,3,47,0.489,26,0.5529999999999999,3,2,0.6,2,1,26,21,14,9,24,0.298,0.191,0.511,17.726,72,riffle_perfect,win
1706,27,17,10,2,46,0.5870000000000001,29,0.63,4,2,0.667,2,0,28,18,14,12,20,0.304,0.261,0.435,17.727,75,riffle_perfect,win
1708,26,20,6,2,48,0.542,28,0.583,6,2,0.75,2,4,30,18,19,7,22,0.396,0.146,0.45799999999999996,17.713,77,riffle_perfect,win
1710,24,19,5,2,45,0.5329999999999999,26,0.578,3,1,0.75,3,1,25,20,13,12,20,0.289,0.267,0.444,17.71,79,riffle_perfect,win
1732,21,20,1,2,43,0.488,23,0.535,4,1,0.8,2,2,27,16,11,18,14,0.256,0.419,0.326,17.944000000000003,5,riffle_perfect,win
1739,23,21,2,1,45,0.511,24,0.5329999999999999,3,2,0.6,2,0,23,22,12,15,18,0.267,0.33299999999999996,0.4,17.932000000000002,12,riffle_perfect,win
1749,24,16,8,3,43,0.5579999999999999,27,0.628,5,1,0.833,3,4,27,16,14,12,17,0.326,0.27899999999999997,0.395,17.797,22,riffle_perfect,win
1752,25,17,8,2,44,0.568,27,0.614,5,3,0.625,1,3,24,20,11,14,19,0.25,0.318,0.43200000000000005,17.802,25,riffle_perfect,win
1763,25,17,8,2,44,0.568,27,0.614,2,4,0.33299999999999996,1,1,28,16,9,16,19,0.205,0.364,0.43200000000000005,17.774,36,riffle_perfect,win
1772,27,16,11,3,46,0.5870000000000001,30,0.652,6,2,0.75,4,2,29,17,14,10,22,0.304,0.217,0.478,17.771,45,riffle_perfect,win
1773,26,18,8,1,45,0.578,27,0.6,1,3,0.25,5,1,23,22,11,17,17,0.244,0.37799999999999995,0.37799999999999995,17.752,46,riffle_perfect,win
1776,27,19,8,3,49,0.551,30,0.612,3,1,0.75,2,1,30,19,18,16,15,0.36700000000000005,0.327,0.306,17.768,49,riffle_perfect,win
1780,25,19,6,1,45,0.556,26,0.578,2,1,0.667,3,0,22,23,15,14,16,0.33299999999999996,0.311,0.35600000000000004,17.752,53,riffle_perfect,win
1785,31,16,15,0,47,0.66,31,0.66,4,0,1.0,3,2,26,21,19,9,19,0.40399999999999997,0.191,0.40399999999999997,17.750999999999998,58,riffle_perfect,win
1789,23,20,3,3,46,0.5,26,0.565,5,2,0.7140000000000001,3,1,30,16,11,15,20,0.239,0.326,0.435,17.755,62,riffle_perfect,win
1798,28,16,12,2,46,0.609,30,0.652,2,0,1.0,4,0,28,18,17,11,18,0.37,0.239,0.391,17.752,71,riffle_perfect,win
1802,23,20,3,3,46,0.5,26,0.565,2,3,0.4,2,1,22,24,14,15,17,0.304,0.326,0.37,17.753,75,riffle_perfect,win
1804,21,20,1,3,44,0.47700000000000004,24,0.545,3,2,0.6,2,2,26,18,14,7,23,0.318,0.159,0.523,17.769000000000002,77,riffle_perfect,win
1806,22,20,2,3,45,0.489,25,0.556,3,1,0.75,2,1,28,17,11,12,22,0.244,0.267,0.489,17.777,79,riffle_perfect,win
1811,28,16,12,0,44,0.636,28,0.636,3,3,0.5,0,0,25,19,19,9,16,0.43200000000000005,0.205,0.364,17.792,84,riffle_perfect,win
1817,22,20,2,3,45,0.489,25,0.556,2,1,0.667,1,2,25,20,10,17,18,0.222,0.37799999999999995,0.4,17.791,90,riffle_perfect,win
1821,23,21,2,3,47,0.489,26,0.5529999999999999,2,3,0.4,4,1,29,18,10,17,20,0.213,0.36200000000000004,0.426,17.776,94,riffle_perfect,win
1824,22,20,2,1,43,0.512,23,0.535,3,2,0.6,4,3,18,25,11,15,17,0.256,0.349,0.395,16.808,1,riffle_perfect,win
1825,24,20,4,2,46,0.522,26,0.565,3,3,0.5,2,0,27,19,12,18,16,0.261,0.391,0.348,17.37,2,riffle_perfect,win
1826,30,13,17,2,45,0.667,32,0.711,5,1,0.833,4,2,29,16,12,9,24,0.267,0.2,0.5329999999999999,17.619,3,riffle_perfect,win
1829,22,20,2,3,45,0.489,25,0.556,3,2,0.6,1,2,30,15,9,14,22,0.2,0.311,0.489,17.477,6,riffle_perfect,win
1840,27,18,9,2,47,0.574,29,0.617,5,3,0.625,2,0,25,22,15,15,17,0.319,0.319,0.36200000000000004,17.628,17,riffle_perfect,win
1853,25,21,4,1,47,0.532,26,0.5529999999999999,4,1,0.8,4,3,29,18,12,10,25,0.255,0.213,0.532,17.656,30,riffle_perfect,win
1854,29,15,14,3,47,0.617,32,0.6809999999999999,6,1,0.857,3,3,28,19,14,14,19,0.298,0.298,0.40399999999999997,17.667,31,riffle_perfect,win
1858,23,18,5,3,44,0.523,26,0.591,4,2,0.667,3,2,27,17,14,10,20,0.318,0.22699999999999998,0.455,17.68,35,riffle_perfect,win
1860,27,19,8,3,49,0.551,30,0.612,2,2,0.5,3,3,30,19,13,14,22,0.265,0.28600000000000003,0.449,17.69,37,riffle_perfect,win
1863,22,20,2,3,45,0.489,25,0.556,2,1,0.667,5,2,29,16,9,12,24,0.2,0.267,0.5329999999999999,17.651,40,riffle_perfect,win
1864,24,19,5,2,45,0.5329999999999999,26,0.578,2,0,1.0,5,2,29,16,9,12,24,0.2,0.267,0.5329999999999999,17.648,41,riffle_perfect,win
1868,24,18,6,3,45,0.5329999999999999,27,0.6,3,3,0.5,3,1,22,23,13,16,16,0.289,0.35600000000000004,0.35600000000000004,17.639,45,riffle_perfect,win
1887,26,21,5,2,49,0.531,28,0.5710000000000001,3,3,0.5,4,1,27,22,13,15,21,0.265,0.306,0.429,17.644000000000002,64,riffle_perfect,win
1894,24,19,5,1,44,0.545,25,0.568,5,3,0.625,4,1,22,22,12,10,22,0.273,0.22699999999999998,0.5,17.65,71,riffle_perfect,win
1900,24,19,5,0,43,0.5579999999999999,24,0.5579999999999999,3,1,0.75,3,2,22,21,16,8,19,0.37200000000000005,0.18600000000000003,0.442,17.67,77,riffle_perfect,win
1902,20,19,1,3,42,0.47600000000000003,23,0.5479999999999999,2,1,0.667,1,0,35,7,10,14,18,0.23800000000000002,0.33299999999999996,0.429,17.677,79,riffle_perfect,win
1905,24,22,2,2,48,0.5,26,0.542,3,3,0.5,3,2,28,20,13,12,23,0.271,0.25,0.479,17.669,82,riffle_perfect,win
1906,23,20,3,2,45,0.511,25,0.556,4,3,0.5710000000000001,1,1,29,16,12,14,19,0.267,0.311,0.42200000000000004,17.678,83,riffle_perfect,win
1912,22,19,3,3,44,0.5,25,0.568,5,2,0.7140000000000001,3,0,22,22,11,17,16,0.25,0.386,0.364,17.673,89,riffle_perfect,win
1914,21,20,1,3,44,0.47700000000000004,24,0.545,5,1,0.833,1,2,26,18,14,15,15,0.318,0.341,0.341,17.683,91,riffle_perfect,win
1929,24,21,3,2,47,0.511,26,0.5529999999999999,3,5,0.375,1,1,25,22,15,12,20,0.319,0.255,0.426,17.605,10,riffle_clumpy,win
1931,23,19,4,2,44,0.523,25,0.568,5,3,0.625,2,1,23,21,16,8,20,0.364,0.182,0.455,17.682000000000002,12,riffle_clumpy,win
1945,22,21,1,2,45,0.489,24,0.5329999999999999,4,3,0.5710000000000001,0,3,26,19,11,17,17,0.244,0.37799999999999995,0.37799999999999995,17.687,26,riffle_clumpy,win
1966,27,19,8,2,48,0.562,29,0.604,3,3,0.5,4,2,30,18,10,12,26,0.20800000000000002,0.25,0.542,17.694000000000003,47,riffle_clumpy,win
1970,24,19,5,3,46,0.522,27,0.5870000000000001,5,4,0.556,1,3,23,23,15,13,18,0.326,0.28300000000000003,0.391,17.668,51,riffle_clumpy,win
1975,27,13,14,3,43,0.628,30,0.698,5,2,0.7140000000000001,2,3,25,18,18,9,16,0.419,0.209,0.37200000000000005,17.647000000000002,56,riffle_clumpy,win
1982,25,20,5,1,46,0.5429999999999999,26,0.565,4,2,0.667,4,3,23,23,15,13,18,0.326,0.28300000000000003,0.391,17.621,63,riffle_clumpy,win
1993,28,17,11,3,48,0.583,31,0.6459999999999999,6,3,0.667,2,2,27,21,17,15,16,0.354,0.312,0.33299999999999996,17.644000000000002,74,riffle_clumpy,win
1995,24,19,5,3,46,0.522,27,0.5870000000000001,4,2,0.667,4,0,29,17,12,16,18,0.261,0.348,0.391,17.652,76,riffle_clumpy,win
1997,27,19,8,1,47,0.574,28,0.596,4,5,0.444,3,1,23,24,16,16,15,0.34,0.34,0.319,17.647000000000002,78,riffle_clumpy,win
2001,22,21,1,2,45,0.489,24,0.5329999999999999,1,5,0.16699999999999998,3,3,23,22,12,16,17,0.267,0.35600000000000004,0.37799999999999995,17.646,82,riffle_clumpy,win
2002,22,21,1,2,45,0.489,24,0.5329999999999999,2,1,0.667,3,1,27,18,9,18,18,0.2,0.4,0.4,17.645,83,riffle_clumpy,win
2006,23,19,4,2,44,0.523,25,0.568,3,0,1.0,3,0,27,17,15,9,20,0.341,0.205,0.455,17.673,87,riffle_clumpy,win
2014,21,20,1,3,44,0.47700000000000004,24,0.545,1,0,1.0,0,2,26,18,14,12,18,0.318,0.273,0.409,17.678,95,riffle_clumpy,win
2018,22,19,3,3,44,0.5,25,0.568,1,3,0.25,4,0,27,17,10,16,18,0.22699999999999998,0.364,0.409,17.598,3,riffle_clumpy,win
2022,23,20,3,2,45,0.511,25,0.556,3,0,1.0,5,1,22,23,10,14,21,0.222,0.311,0.467,17.552,7,riffle_clumpy,win
2029,24,20,4,3,47,0.511,27,0.574,2,1,0.667,2,3,28,19,12,12,23,0.255,0.255,0.489,17.653,14,riffle_clumpy,win
