shoe_index,player_win,player_loss,player_count,push,total_hands,win_pct,win_push,win_push_pct,doubles_won,doubles_lost,doubles_won_pct,player_bj,dealer_bj,dealer_high_card,dealer_low_card,dealer_bust,dealer_draw,dealer_stand,dealer_bust_pct,dealer_draw_pct,dealer_stand_pct,dealer_avg_hand,num_of_shuffles,shuffle_method,shoe_outcome
2033,21,20,1,3,44,0.47700000000000004,24,0.545,3,6,0.33299999999999996,3,3,25,19,15,12,17,0.341,0.273,0.386,17.619,18,riffle_clumpy,win
2034,24,16,8,3,43,0.5579999999999999,27,0.628,2,1,0.667,1,1,26,17,16,10,17,0.37200000000000005,0.233,0.395,17.593,19,riffle_clumpy,win
2037,22,20,2,1,43,0.512,23,0.535,4,2,0.667,1,0,24,19,10,19,14,0.233,0.442,0.326,17.625999999999998,22,riffle_clumpy,win
2038,22,21,1,2,45,0.489,24,0.5329999999999999,6,3,0.667,1,1,29,16,11,14,20,0.244,0.311,0.444,17.648,23,riffle_clumpy,win
2062,26,15,11,3,44,0.591,29,0.659,5,2,0.7140000000000001,4,2,25,19,14,9,21,0.318,0.205,0.47700000000000004,17.665,47,riffle_clumpy,win
2067,23,18,5,3,44,0.523,26,0.591,1,5,0.16699999999999998,3,2,28,16,15,13,16,0.341,0.295,0.364,17.699,52,riffle_clumpy,win
2080,25,18,7,0,43,0.581,25,0.581,3,1,0.75,0,2,26,17,12,11,20,0.27899999999999997,0.256,0.465,17.754,65,riffle_clumpy,win
2084,28,17,11,0,45,0.622,28,0.622,3,2,0.6,1,0,23,22,16,12,17,0.35600000000000004,0.267,0.37799999999999995,17.777,69,riffle_clumpy,win
2087,25,17,8,3,45,0.556,28,0.622,6,0,1.0,2,3,27,18,13,13,19,0.289,0.289,0.42200000000000004,17.756,72,riffle_clumpy,win
2097,25,18,7,3,46,0.5429999999999999,28,0.609,7,1,0.875,1,2,25,21,19,10,17,0.413,0.217,0.37,17.747,82,riffle_clumpy,win
2102,23,21,2,2,46,0.5,25,0.5429999999999999,4,4,0.5,5,3,24,22,13,13,20,0.28300000000000003,0.28300000000000003,0.435,17.750999999999998,87,riffle_clumpy,win
2113,26,18,8,3,47,0.5529999999999999,29,0.617,5,2,0.7140000000000001,4,0,30,17,13,15,19,0.27699999999999997,0.319,0.40399999999999997,17.137999999999998,2,riffle_clumpy,win
2116,26,16,10,3,45,0.578,29,0.644,3,1,0.75,0,2,32,13,11,15,19,0.244,0.33299999999999996,0.42200000000000004,17.646,5,riffle_clumpy,win
2126,25,18,7,2,45,0.556,27,0.6,3,3,0.5,0,2,24,21,11,18,16,0.244,0.4,0.35600000000000004,17.667,15,riffle_clumpy,win
2127,25,18,7,3,46,0.5429999999999999,28,0.609,2,1,0.667,1,4,26,20,16,11,19,0.348,0.239,0.413,17.682000000000002,16,riffle_clumpy,win
2132,23,18,5,3,44,0.523,26,0.591,4,1,0.8,2,3,30,14,10,16,18,0.22699999999999998,0.364,0.409,17.750999999999998,21,riffle_clumpy,win
2134,23,21,2,1,45,0.511,24,0.5329999999999999,4,2,0.667,3,1,28,17,14,14,17,0.311,0.311,0.37799999999999995,17.771,23,riffle_clumpy,win
2136,26,20,6,2,48,0.542,28,0.583,3,2,0.6,4,1,28,20,15,12,21,0.312,0.25,0.43799999999999994,17.794,25,riffle_clumpy,win
2139,24,22,2,1,47,0.511,25,0.532,4,1,0.8,3,0,31,16,12,13,22,0.255,0.27699999999999997,0.46799999999999997,17.805,28,riffle_clumpy,win
2140,24,20,4,3,47,0.511,27,0.574,5,1,0.833,1,3,25,22,9,20,18,0.191,0.426,0.38299999999999995,17.805,29,riffle_clumpy,win
2142,24,17,7,3,44,0.545,27,0.614,2,1,0.667,2,2,23,21,15,15,14,0.341,0.341,0.318,17.768,31,riffle_clumpy,win
2150,23,20,3,2,45,0.511,25,0.556,3,2,0.6,2,0,28,17,12,12,21,0.267,0.267,0.467,17.733,39,riffle_clumpy,win
2157,24,21,3,1,46,0.522,25,0.5429999999999999,6,2,0.75,2,1,28,18,13,12,21,0.28300000000000003,0.261,0.457,17.677,46,riffle_clumpy,win
2158,32,13,19,3,48,0.667,35,0.7290000000000001,6,1,0.857,4,1,25,23,18,13,17,0.375,0.271,0.354,17.673,47,riffle_clumpy,win
2163,24,19,5,2,45,0.5329999999999999,26,0.578,4,1,0.8,4,3,31,14,11,13,21,0.244,0.289,0.467,17.651,52,riffle_clumpy,win
2169,24,20,4,2,46,0.522,26,0.565,4,5,0.444,4,0,30,16,15,11,20,0.326,0.239,0.435,17.624000000000002,58,riffle_clumpy,win
2178,26,19,7,3,48,0.542,29,0.604,7,0,1.0,4,3,25,23,15,15,18,0.312,0.312,0.375,17.645,67,riffle_clumpy,win
2182,21,20,1,3,44,0.47700000000000004,24,0.545,4,0,1.0,2,0,27,17,12,10,22,0.273,0.22699999999999998,0.5,17.65,71,riffle_clumpy,win
2189,24,22,2,3,49,0.49,27,0.551,5,2,0.7140000000000001,1,3,27,22,15,13,21,0.306,0.265,0.429,17.653,78,riffle_clumpy,win
2193,26,15,11,3,44,0.591,29,0.659,4,1,0.8,1,1,32,12,18,8,18,0.409,0.182,0.409,17.665,82,riffle_clumpy,win
2201,26,17,9,3,46,0.565,29,0.63,2,2,0.5,1,1,19,27,15,15,16,0.326,0.326,0.348,17.660999999999998,90,riffle_clumpy,win
2202,24,21,3,1,46,0.522,25,0.5429999999999999,5,3,0.625,3,1,27,19,13,11,22,0.28300000000000003,0.239,0.478,17.657,91,riffle_clumpy,win
2203,28,19,9,1,48,0.583,29,0.604,4,1,0.8,6,3,26,22,12,13,23,0.25,0.271,0.479,17.643,92,riffle_clumpy,win
2208,31,16,15,2,49,0.633,33,0.6729999999999999,3,3,0.5,3,3,34,15,17,11,21,0.34700000000000003,0.22399999999999998,0.429,18.333,1,riffle_clumpy,win
2213,23,20,3,2,45,0.511,25,0.556,2,2,0.5,2,2,24,21,19,11,15,0.42200000000000004,0.244,0.33299999999999996,17.754,6,riffle_clumpy,win
2215,25,18,7,2,45,0.556,27,0.6,3,3,0.5,5,3,22,23,12,16,17,0.267,0.35600000000000004,0.37799999999999995,17.817,8,riffle_clumpy,win
2218,24,18,6,2,44,0.545,26,0.591,2,2,0.5,6,2,24,20,11,12,21,0.25,0.273,0.47700000000000004,17.705,11,riffle_clumpy,win
2223,24,20,4,0,44,0.545,24,0.545,3,2,0.6,0,4,24,20,13,16,15,0.295,0.364,0.341,17.654,16,riffle_clumpy,win
2224,27,19,8,0,46,0.5870000000000001,27,0.5870000000000001,5,1,0.833,5,0,25,21,14,13,19,0.304,0.28300000000000003,0.413,17.581,17,riffle_clumpy,win
2227,26,16,10,3,45,0.578,29,0.644,3,0,1.0,3,3,26,19,15,11,19,0.33299999999999996,0.244,0.42200000000000004,17.648,20,riffle_clumpy,win
2228,21,19,2,3,43,0.488,24,0.5579999999999999,3,2,0.6,1,1,26,17,11,12,20,0.256,0.27899999999999997,0.465,17.645,21,riffle_clumpy,win
2237,25,21,4,1,47,0.532,26,0.5529999999999999,6,1,0.857,2,1,25,22,10,20,17,0.213,0.426,0.36200000000000004,17.713,30,riffle_clumpy,win
2249,22,21,1,3,46,0.478,25,0.5429999999999999,2,2,0.5,3,3,32,14,9,10,27,0.196,0.217,0.5870000000000001,17.662,42,riffle_clumpy,win
2253,23,20,3,2,45,0.511,25,0.556,1,0,1.0,5,1,29,16,12,11,22,0.267,0.244,0.489,17.698,46,riffle_clumpy,win
2254,23,21,2,2,46,0.5,25,0.5429999999999999,2,1,0.667,3,2,30,16,9,15,22,0.196,0.326,0.478,17.695,47,riffle_clumpy,win
2255,23,21,2,3,47,0.489,26,0.5529999999999999,1,1,0.5,3,2,27,20,17,12,18,0.36200000000000004,0.255,0.38299999999999995,17.695999999999998,48,riffle_clumpy,win
2262,25,18,7,3,46,0.5429999999999999,28,0.609,7,2,0.778,1,2,28,18,14,13,19,0.304,0.28300000000000003,0.413,17.701,55,riffle_clumpy,win
2280,26,16,10,3,45,0.578,29,0.644,3,1,0.75,0,3,28,17,15,13,17,0.33299999999999996,0.289,0.37799999999999995,17.711,73,riffle_clumpy,win
2291,21,20,1,2,43,0.488,23,0.535,5,0,1.0,2,3,31,12,13,10,20,0.302,0.233,0.465,17.701,84,riffle_clumpy,win
2301,27,16,11,2,45,0.6,29,0.644,3,1,0.75,2,3,25,20,17,8,20,0.37799999999999995,0.17800000000000002,0.444,17.708,94,riffle_clumpy,win
2303,24,21,3,2,47,0.511,26,0.5529999999999999,5,2,0.7140000000000001,4,1,30,17,13,9,25,0.27699999999999997,0.191,0.532,17.704,96,riffle_clumpy,win
2318,25,15,10,2,42,0.595,27,0.643,4,1,0.8,0,0,31,11,13,6,23,0.31,0.14300000000000002,0.5479999999999999,17.572,15,riffle_clumpy,win
2319,24,18,6,3,45,0.5329999999999999,27,0.6,3,1,0.75,1,2,23,22,9,18,18,0.2,0.4,0.4,17.577,16,riffle_clumpy,win
2321,23,19,4,3,45,0.511,26,0.578,1,2,0.33299999999999996,1,3,28,17,14,12,19,0.311,0.267,0.42200000000000004,17.575,18,riffle_clumpy,win
2323,30,12,18,3,45,0.667,33,0.733,6,0,1.0,4,0,26,19,15,13,17,0.33299999999999996,0.289,0.37799999999999995,17.546,20,riffle_clumpy,win
2328,24,19,5,1,44,0.545,25,0.568,4,3,0.5710000000000001,5,3,27,17,12,11,21,0.273,0.25,0.47700000000000004,17.589000000000002,25,riffle_clumpy,win
2331,22,19,3,3,44,0.5,25,0.568,3,2,0.6,3,4,28,16,13,14,17,0.295,0.318,0.386,17.596,28,riffle_clumpy,win
2337,27,15,12,2,44,0.614,29,0.659,5,1,0.833,4,0,22,22,11,14,19,0.25,0.318,0.43200000000000005,17.607,34,riffle_clumpy,win
2343,27,16,11,3,46,0.5870000000000001,30,0.652,4,4,0.5,3,1,29,17,19,9,18,0.413,0.196,0.391,17.618,40,riffle_clumpy,win
2346,24,18,6,3,45,0.5329999999999999,27,0.6,3,1,0.75,2,1,22,23,15,16,14,0.33299999999999996,0.35600000000000004,0.311,17.645,43,riffle_clumpy,win
2350,29,14,15,2,45,0.644,31,0.6890000000000001,4,0,1.0,4,2,23,22,19,13,13,0.42200000000000004,0.289,0.289,17.636,47,riffle_clumpy,win
2358,21,20,1,3,44,0.47700000000000004,24,0.545,1,5,0.16699999999999998,0,1,26,18,14,14,16,0.318,0.318,0.364,17.622,55,riffle_clumpy,win
2366,25,17,8,3,45,0.556,28,0.622,4,5,0.444,4,1,28,17,9,13,23,0.2,0.289,0.511,17.628,63,riffle_clumpy,win
2376,23,22,1,0,45,0.511,23,0.511,3,2,0.6,2,2,29,16,12,13,20,0.267,0.289,0.444,17.616,73,riffle_clumpy,win
2382,24,21,3,2,47,0.511,26,0.5529999999999999,6,1,0.857,2,4,29,18,14,13,20,0.298,0.27699999999999997,0.426,17.633,79,riffle_clumpy,win
2385,24,20,4,1,45,0.5329999999999999,25,0.556,2,1,0.667,3,1,25,20,16,13,16,0.35600000000000004,0.289,0.35600000000000004,17.63,82,riffle_clumpy,win
2388,22,19,3,3,44,0.5,25,0.568,4,3,0.5710000000000001,1,4,30,14,14,11,19,0.318,0.25,0.43200000000000005,17.629,85,riffle_clumpy,win
2410,28,16,12,3,47,0.596,31,0.66,3,0,1.0,2,2,22,25,19,10,18,0.40399999999999997,0.213,0.38299999999999995,17.675,11,riffle_clumpy,win
2414,22,21,1,3,46,0.478,25,0.5429999999999999,3,3,0.5,5,3,27,19,9,18,19,0.196,0.391,0.413,17.691,15,riffle_clumpy,win
2418,25,15,10,1,41,0.61,26,0.634,4,1,0.8,1,1,25,16,16,9,16,0.39,0.22,0.39,17.674,19,riffle_clumpy,win
2427,23,20,3,3,46,0.5,26,0.565,3,3,0.5,1,3,29,17,14,14,18,0.304,0.304,0.391,17.665,28,riffle_clumpy,win
2428,23,17,6,3,43,0.535,26,0.605,4,1,0.8,2,1,29,14,14,12,17,0.326,0.27899999999999997,0.395,17.647000000000002,29,riffle_clumpy,win
2432,22,21,1,2,45,0.489,24,0.5329999999999999,1,1,0.5,3,2,25,20,11,13,21,0.244,0.289,0.467,17.645,33,riffle_clumpy,win
2434,21,20,1,2,43,0.488,23,0.535,2,4,0.33299999999999996,3,1,27,16,13,11,19,0.302,0.256,0.442,17.643,35,riffle_clumpy,win
2441,24,19,5,2,45,0.5329999999999999,26,0.578,3,3,0.5,5,2,28,17,12,16,17,0.267,0.35600000000000004,0.37799999999999995,17.682000000000002,42,riffle_clumpy,win
2442,25,19,6,3,47,0.532,28,0.596,4,1,0.8,4,3,27,20,13,14,20,0.27699999999999997,0.298,0.426,17.686,43,riffle_clumpy,win
2445,27,18,9,2,47,0.574,29,0.617,4,1,0.8,3,4,28,19,17,11,19,0.36200000000000004,0.23399999999999999,0.40399999999999997,17.643,46,riffle_clumpy,win
2468,22,20,2,2,44,0.5,24,0.545,6,3,0.667,0,3,24,20,14,15,15,0.318,0.341,0.341,17.613,69,riffle_clumpy,win
2473,26,17,9,3,46,0.565,29,0.63,1,5,0.16699999999999998,2,2,28,18,17,12,17,0.37,0.261,0.37,17.619,74,riffle_clumpy,win
2474,24,18,6,2,44,0.545,26,0.591,3,1,0.75,0,0,30,14,12,14,18,0.273,0.318,0.409,17.619,75,riffle_clumpy,win
2482,26,13,13,3,42,0.619,29,0.69,7,0,1.0,1,1,28,14,13,6,23,0.31,0.14300000000000002,0.5479999999999999,17.624000000000002,83,riffle_clumpy,win
2483,28,21,7,1,50,0.56,29,0.58,4,1,0.8,1,4,32,18,16,16,18,0.32,0.32,0.36,17.632,84,riffle_clumpy,win
2490,21,19,2,3,43,0.488,24,0.5579999999999999,6,0,1.0,3,1,20,23,9,18,16,0.209,0.419,0.37200000000000005,17.654,91,riffle_clumpy,win
2502,23,18,5,1,42,0.5479999999999999,24,0.5710000000000001,7,0,1.0,3,1,24,18,13,12,17,0.31,0.28600000000000003,0.405,17.276,7,riffle_clumpy,win
2507,28,14,14,2,44,0.636,30,0.682,5,2,0.7140000000000001,3,0,25,19,15,7,22,0.341,0.159,0.5,17.309,12,riffle_clumpy,win
2508,21,20,1,3,44,0.47700000000000004,24,0.545,3,1,0.75,1,3,30,14,13,8,23,0.295,0.182,0.523,17.344,13,riffle_clumpy,win
2514,21,19,2,3,43,0.488,24,0.5579999999999999,2,2,0.5,1,1,25,18,13,14,16,0.302,0.326,0.37200000000000005,17.476,19,riffle_clumpy,win
2515,26,21,5,1,48,0.542,27,0.562,2,3,0.4,3,2,25,23,16,11,21,0.33299999999999996,0.22899999999999998,0.43799999999999994,17.521,20,riffle_clumpy,win
2523,22,21,1,3,46,0.478,25,0.5429999999999999,4,1,0.8,1,1,26,20,12,15,19,0.261,0.326,0.413,17.489,28,riffle_clumpy,win
2528,22,18,4,3,43,0.512,25,0.581,5,1,0.833,4,3,19,24,14,16,13,0.326,0.37200000000000005,0.302,17.492,33,riffle_clumpy,win
2532,30,15,15,0,45,0.667,30,0.667,4,3,0.5710000000000001,5,3,21,24,16,11,18,0.35600000000000004,0.244,0.4,17.506,37,riffle_clumpy,win
2536,24,17,7,3,44,0.545,27,0.614,3,3,0.5,2,2,28,16,13,11,20,0.295,0.25,0.455,17.598,41,riffle_clumpy,win
2540,26,16,10,3,45,0.578,29,0.644,3,2,0.6,4,2,28,17,14,14,17,0.311,0.311,0.37799999999999995,17.645,45,riffle_clumpy,win
2545,24,22,2,1,47,0.511,25,0.532,3,1,0.75,4,4,30,17,12,14,21,0.255,0.298,0.447,17.646,50,riffle_clumpy,win
2547,24,20,4,0,44,0.545,24,0.545,5,2,0.7140000000000001,2,2,31,13,17,8,19,0.386,0.182,0.43200000000000005,17.642,52,riffle_clumpy,win
2554,21,19,2,2,42,0.5,23,0.5479999999999999,3,2,0.6,0,0,25,17,16,14,12,0.381,0.33299999999999996,0.28600000000000003,17.66,59,riffle_clumpy,win
2556,25,17,8,2,44,0.568,27,0.614,4,3,0.5710000000000001,1,2,26,18,13,13,18,0.295,0.295,0.409,17.67,61,riffle_clumpy,win
2559,25,15,10,3,43,0.581,28,0.6509999999999999,6,2,0.75,3,1,23,20,11,15,17,0.256,0.349,0.395,17.684,64,riffle_clumpy,win
2561,24,21,3,2,47,0.511,26,0.5529999999999999,1,0,1.0,3,2,31,16,12,12,23,0.255,0.255,0.489,17.679000000000002,66,riffle_clumpy,win
2564,25,20,5,1,46,0.5429999999999999,26,0.565,4,2,0.667,6,2,29,17,9,12,25,0.196,0.261,0.5429999999999999,17.655,69,riffle_clumpy,win
2572,24,21,3,2,47,0.511,26,0.5529999999999999,3,2,0.6,4,1,31,16,12,10,25,0.255,0.213,0.532,17.695,77,riffle_clumpy,win
2578,24,22,2,3,49,0.49,27,0.551,3,4,0.429,0,1,35,14,14,12,23,0.28600000000000003,0.245,0.469,17.702,83,riffle_clumpy,win
2586,26,18,8,0,44,0.591,26,0.591,2,0,1.0,2,0,20,24,19,9,16,0.43200000000000005,0.205,0.364,17.68,91,riffle_clumpy,win
2596,23,19,4,2,44,0.523,25,0.568,2,1,0.667,0,3,26,18,15,11,18,0.341,0.25,0.409,18.154,5,riffle_clumpy,win
2604,25,17,8,3,45,0.556,28,0.622,2,2,0.5,4,2,28,17,13,12,20,0.289,0.267,0.444,17.957,13,riffle_clumpy,win
2606,20,19,1,3,42,0.47600000000000003,23,0.5479999999999999,2,3,0.4,1,0,23,19,13,10,19,0.31,0.23800000000000002,0.452,17.912,15,riffle_clumpy,win
2616,23,20,3,3,46,0.5,26,0.565,4,4,0.5,2,4,27,19,17,11,18,0.37,0.239,0.391,17.907,25,riffle_clumpy,win
2624,21,19,2,3,43,0.488,24,0.5579999999999999,5,2,0.7140000000000001,1,2,24,19,15,14,14,0.349,0.326,0.326,17.883,33,riffle_clumpy,win
2625,25,19,6,3,47,0.532,28,0.596,4,2,0.667,5,1,30,17,10,19,18,0.213,0.40399999999999997,0.38299999999999995,17.867,34,riffle_clumpy,win
2633,26,16,10,2,44,0.591,28,0.636,4,1,0.8,0,4,26,18,15,15,14,0.341,0.341,0.318,17.842,42,riffle_clumpy,win
2640,23,21,2,1,45,0.511,24,0.5329999999999999,4,3,0.5710000000000001,4,0,32,13,8,14,23,0.17800000000000002,0.311,0.511,17.791,49,riffle_clumpy,win
2643,27,18,9,2,47,0.574,29,0.617,6,0,1.0,4,2,33,14,11,10,26,0.23399999999999999,0.213,0.5529999999999999,17.803,52,riffle_clumpy,win
2644,24,19,5,3,46,0.522,27,0.5870000000000001,3,3,0.5,2,1,26,20,17,9,20,0.37,0.196,0.435,17.785,53,riffle_clumpy,win
2645,23,17,6,3,43,0.535,26,0.605,3,4,0.429,0,1,29,14,12,12,19,0.27899999999999997,0.27899999999999997,0.442,17.796,54,riffle_clumpy,win
2654,24,20,4,3,47,0.511,27,0.574,3,3,0.5,4,4,28,19,9,17,21,0.191,0.36200000000000004,0.447,17.773,63,riffle_clumpy,win
2671,21,20,1,3,44,0.47700000000000004,24,0.545,2,5,0.28600000000000003,3,1,25,19,14,12,18,0.318,0.273,0.409,17.707,80,riffle_clumpy,win
2674,25,17,8,3,45,0.556,28,0.622,5,1,0.833,4,3,29,16,14,9,22,0.311,0.2,0.489,17.698,83,riffle_clumpy,win
2675,24,17,7,3,44,0.545,27,0.614,3,1,0.75,3,1,28,16,13,12,19,0.295,0.273,0.43200000000000005,17.705,84,riffle_clumpy,win
2687,26,20,6,2,48,0.542,28,0.583,3,1,0.75,2,1,29,19,17,13,18,0.354,0.271,0.375,17.694000000000003,96,riffle_clumpy,win
2693,28,17,11,2,47,0.596,30,0.638,6,4,0.6,3,0,14,33,20,18,9,0.426,0.38299999999999995,0.191,17.857,6,riffle_clumpy,win
2705,23,16,7,3,42,0.5479999999999999,26,0.619,3,1,0.75,2,1,27,15,12,16,14,0.28600000000000003,0.381,0.33299999999999996,17.771,18,riffle_clumpy,win
2714,27,19,8,3,49,0.551,30,0.612,4,2,0.667,2,4,25,24,15,18,16,0.306,0.36700000000000005,0.327,17.726,27,riffle_clumpy,win
2717,23,18,5,3,44,0.523,26,0.591,3,3,0.5,2,2,32,12,10,13,21,0.22699999999999998,0.295,0.47700000000000004,17.703,30,riffle_clumpy,win
2719,25,20,5,2,47,0.532,27,0.574,4,4,0.5,3,2,26,21,13,15,19,0.27699999999999997,0.319,0.40399999999999997,17.717,32,riffle_clumpy,win
2722,24,19,5,2,45,0.5329999999999999,26,0.578,4,0,1.0,1,2,28,17,16,14,15,0.35600000000000004,0.311,0.33299999999999996,17.727999999999998,35,riffle_clumpy,win
2731,25,20,5,1,46,0.5429999999999999,26,0.565,6,1,0.857,3,0,28,18,12,17,17,0.261,0.37,0.37,17.726,44,riffle_clumpy,win
2751,27,17,10,1,45,0.6,28,0.622,3,1,0.75,3,2,24,21,14,12,19,0.311,0.267,0.42200000000000004,17.726,64,riffle_clumpy,win
2752,25,17,8,3,45,0.556,28,0.622,4,1,0.8,4,1,23,22,14,13,18,0.311,0.289,0.4,17.717,65,riffle_clumpy,win
2761,23,20,3,3,46,0.5,26,0.565,4,4,0.5,6,1,25,21,11,12,23,0.239,0.261,0.5,17.727,74,riffle_clumpy,win
2783,23,20,3,3,46,0.5,26,0.565,6,2,0.75,2,2,25,21,11,15,20,0.239,0.326,0.435,17.699,96,riffle_clumpy,win
2785,24,19,5,3,46,0.522,27,0.5870000000000001,1,1,0.5,1,1,24,22,17,9,20,0.37,0.196,0.435,17.867,2,riffle_clumpy,win
2788,24,19,5,3,46,0.522,27,0.5870000000000001,4,6,0.4,2,2,26,20,11,14,21,0.239,0.304,0.457,17.694000000000003,5,riffle_clumpy,win
2792,22,20,2,3,45,0.489,25,0.556,7,2,0.778,1,1,24,21,15,15,15,0.33299999999999996,0.33299999999999996,0.33299999999999996,17.605,9,riffle_clumpy,win
2795,26,15,11,2,43,0.605,28,0.6509999999999999,4,1,0.8,2,3,26,17,15,9,19,0.349,0.209,0.442,17.522000000000002,12,riffle_clumpy,win
2798,24,17,7,3,44,0.545,27,0.614,8,1,0.889,4,2,25,19,10,11,23,0.22699999999999998,0.25,0.523,17.514,15,riffle_clumpy,win
2804,26,17,9,3,46,0.565,29,0.63,3,1,0.75,2,3,23,23,19,8,19,0.413,0.174,0.413,17.549,21,riffle_clumpy,win
2829,22,21,1,1,44,0.5,23,0.523,4,2,0.667,1,4,28,16,13,12,19,0.295,0.273,0.43200000000000005,17.660999999999998,46,riffle_clumpy,win
2831,23,22,1,1,46,0.5,24,0.522,2,3,0.4,3,4,32,14,15,8,23,0.326,0.174,0.5,17.68,48,riffle_clumpy,win
2833,24,19,5,3,46,0.522,27,0.5870000000000001,4,1,0.8,4,1,23,23,10,22,14,0.217,0.478,0.304,17.675,50,riffle_clumpy,win
2834,22,21,1,3,46,0.478,25,0.5429999999999999,2,1,0.667,3,1,28,18,11,9,26,0.239,0.196,0.565,17.68,51,riffle_clumpy,win
2844,24,21,3,2,47,0.511,26,0.5529999999999999,9,1,0.9,5,1,29,18,12,14,21,0.255,0.298,0.447,17.707,61,riffle_clumpy,win
2846,23,20,3,2,45,0.511,25,0.556,3,2,0.6,3,1,28,17,13,19,13,0.289,0.42200000000000004,0.289,17.719,63,riffle_clumpy,win
2847,26,18,8,2,46,0.565,28,0.609,2,3,0.4,6,2,32,14,11,7,28,0.239,0.152,0.609,17.692999999999998,64,riffle_clumpy,win
2848,26,14,12,3,43,0.605,29,0.674,6,3,0.667,2,0,18,25,16,12,15,0.37200000000000005,0.27899999999999997,0.349,17.689,65,riffle_clumpy,win
2849,23,19,4,3,45,0.511,26,0.578,2,1,0.667,2,0,26,19,13,14,18,0.289,0.311,0.4,17.691,66,riffle_clumpy,win
2856,22,20,2,3,45,0.489,25,0.556,1,2,0.33299999999999996,3,1,25,20,12,13,20,0.267,0.289,0.444,17.676,73,riffle_clumpy,win
2859,22,21,1,1,44,0.5,23,0.523,6,2,0.75,0,2,18,26,19,13,12,0.43200000000000005,0.295,0.273,17.665,76,riffle_clumpy,win
2863,27,19,8,0,46,0.5870000000000001,27,0.5870000000000001,4,3,0.5710000000000001,3,0,24,22,14,13,19,0.304,0.28300000000000003,0.413,17.663,80,riffle_clumpy,win
2864,22,21,1,3,46,0.478,25,0.5429999999999999,5,2,0.7140000000000001,2,2,28,18,16,11,19,0.348,0.239,0.413,17.669,81,riffle_clumpy,win
2869,24,20,4,1,45,0.5329999999999999,25,0.556,3,4,0.429,3,2,25,20,14,15,16,0.311,0.33299999999999996,0.35600000000000004,17.683,86,riffle_clumpy,win
2874,25,18,7,2,45,0.556,27,0.6,3,2,0.6,2,0,28,17,13,11,21,0.289,0.244,0.467,17.665,91,riffle_clumpy,win
2876,24,21,3,1,46,0.522,25,0.5429999999999999,2,3,0.4,1,3,31,15,16,9,21,0.348,0.196,0.457,17.653,93,riffle_clumpy,win
